Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
proteasomal protein catabolic process (GO:0010498),19269,190,99,2,0.9761793554413826,0.25539931461594995,1.0
lipid homeostasis (GO:0055088),19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
monocarboxylic acid biosynthetic process (GO:0072330),19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
regulation of neurogenesis (GO:0050767),19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
response to retinoic acid (GO:0032526),19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
cellular component disassembly (GO:0022411),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
extracellular matrix disassembly (GO:0022617),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Notch signaling pathway (GO:0007219),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
nuclear export (GO:0051168),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
positive regulation of catabolic process (GO:0009896),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
regulation of translational initiation (GO:0006446),19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
negative regulation of programmed cell death (GO:0043069),19269,346,99,3,1.7776739841195703,0.2626920048233098,1.0
cellular response to amino acid starvation (GO:0034198),19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
purine ribonucleotide metabolic process (GO:0009150),19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
establishment of protein localization to membrane (GO:0090150),19269,61,99,1,0.31340495095749654,0.2699953071862715,1.0
response to amino acid starvation (GO:1990928),19269,61,99,1,0.31340495095749654,0.2699953071862715,1.0
carbohydrate homeostasis (GO:0033500),19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
positive regulation of protein localization to nucleus (GO:1900182),19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
"transcription, DNA-templated (GO:0006351)",19269,201,99,2,1.0326950023353574,0.2763472087175323,1.0
fatty acid biosynthetic process (GO:0006633),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
nucleic acid phosphodiester bond hydrolysis (GO:0090305),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
peptidyl-threonine modification (GO:0018210),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
positive regulation of cellular protein localization (GO:1903829),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
regulation of cellular ketone metabolic process (GO:0010565),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
regulation of hydrolase activity (GO:0051336),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
snRNA transcription by RNA polymerase II (GO:0042795),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
synapse assembly (GO:0007416),19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
regulation of autophagy (GO:0010506),19269,202,99,2,1.0378327884166276,0.27825126182985777,1.0
B cell activation (GO:0042113),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
COPII-coated vesicle budding (GO:0090114),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
endoplasmic reticulum organization (GO:0007029),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
lymphocyte differentiation (GO:0030098),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
negative regulation of epithelial cell proliferation (GO:0050680),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
regulation of G1/S transition of mitotic cell cycle (GO:2000045),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
snRNA transcription (GO:0009301),19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
proteolysis involved in cellular protein catabolic process (GO:0051603),19269,65,99,1,0.3339560952825782,0.28493058530550186,1.0
axon development (GO:0061564),19269,66,99,1,0.33909388136384866,0.28861689399404367,1.0
phosphorylation (GO:0016310),19269,366,99,3,1.880429705744979,0.2905818282775872,1.0
cell morphogenesis involved in neuron differentiation (GO:0048667),19269,67,99,1,0.3442316674451191,0.29228439008812235,1.0
negative regulation of protein binding (GO:0032091),19269,67,99,1,0.3442316674451191,0.29228439008812235,1.0
extracellular structure organization (GO:0043062),19269,210,99,2,1.0789350770667914,0.29347036271057475,1.0
external encapsulating structure organization (GO:0045229),19269,211,99,2,1.0840728631480616,0.29537040287151933,1.0
positive regulation of immune response (GO:0050778),19269,68,99,1,0.34936945352638954,0.29593316862063296,1.0
positive regulation of type I interferon production (GO:0032481),19269,68,99,1,0.34936945352638954,0.29593316862063296,1.0
protein import into nucleus (GO:0006606),19269,68,99,1,0.34936945352638954,0.29593316862063296,1.0
regulation of hematopoietic stem cell differentiation (GO:1902036),19269,68,99,1,0.34936945352638954,0.29593316862063296,1.0
water-soluble vitamin metabolic process (GO:0006767),19269,69,99,1,0.35450723960765995,0.2995633241493327,1.0
extrinsic apoptotic signaling pathway (GO:0097191),19269,70,99,1,0.3596450256889304,0.3031749507591875,1.0
transcription-coupled nucleotide-excision repair (GO:0006283),19269,70,99,1,0.3596450256889304,0.3031749507591875,1.0
positive regulation of cellular amide metabolic process (GO:0034250),19269,71,99,1,0.36478281177020083,0.3067681420647158,1.0
protein modification process (GO:0036211),19269,71,99,1,0.36478281177020083,0.3067681420647158,1.0
T cell activation (GO:0042110),19269,71,99,1,0.36478281177020083,0.3067681420647158,1.0
NIK/NF-kappaB signaling (GO:0038061),19269,72,99,1,0.36992059785147124,0.3103429912123143,1.0
regulation of hematopoietic progenitor cell differentiation (GO:1901532),19269,72,99,1,0.36992059785147124,0.3103429912123143,1.0
regulation of intracellular signal transduction (GO:1902531),19269,381,99,3,1.9574964969640356,0.31165182780458306,1.0
positive regulation of peptidyl-serine phosphorylation (GO:0033138),19269,73,99,1,0.3750583839327417,0.3138995908825742,1.0
sensory perception of smell (GO:0007608),19269,73,99,1,0.3750583839327417,0.3138995908825742,1.0
cytokine-mediated signaling pathway (GO:0019221),19269,552,99,4,2.8360579168612796,0.31542994062701724,1.0
positive regulation of DNA-binding transcription factor activity (GO:0051091),19269,224,99,2,1.1508640822045773,0.3199948726999132,1.0
glycerophospholipid metabolic process (GO:0006650),19269,75,99,1,0.3853339560952826,0.3209584101982423,1.0
negative regulation of protein serine/threonine kinase activity (GO:0071901),19269,75,99,1,0.3853339560952826,0.3209584101982423,1.0
positive regulation of protein catabolic process (GO:0045732),19269,75,99,1,0.3853339560952826,0.3209584101982423,1.0
sensory perception of mechanical stimulus (GO:0050954),19269,75,99,1,0.3853339560952826,0.3209584101982423,1.0
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),19269,76,99,1,0.390471742176553,0.32446081289650053,1.0
negative regulation of phosphorylation (GO:0042326),19269,76,99,1,0.390471742176553,0.32446081289650053,1.0
regulation of protein localization to plasma membrane (GO:1903076),19269,76,99,1,0.390471742176553,0.32446081289650053,1.0
activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),19269,77,99,1,0.3956095282578235,0.3279453322276762,1.0
collagen fibril organization (GO:0030199),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
negative regulation of cell death (GO:0060548),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
negative regulation of cellular amide metabolic process (GO:0034249),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
negative regulation of translation (GO:0017148),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
regulation of neuron death (GO:1901214),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
toll-like receptor signaling pathway (GO:0002224),19269,78,99,1,0.4007473143390939,0.33141205857768996,1.0
glucose homeostasis (GO:0042593),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
glycoprotein biosynthetic process (GO:0009101),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
negative regulation of binding (GO:0051100),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
negative regulation of protein kinase activity (GO:0006469),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
protein O-linked glycosylation (GO:0006493),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
regulation of type I interferon production (GO:0032479),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
sensory perception of sound (GO:0007605),19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
mRNA transport (GO:0051028),19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
post-Golgi vesicle-mediated transport (GO:0006892),19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
protein complex oligomerization (GO:0051259),19269,81,99,1,0.4161606725829052,0.3417063768312719,1.0
RNA export from nucleus (GO:0006405),19269,81,99,1,0.4161606725829052,0.3417063768312719,1.0
positive regulation of autophagy (GO:0010508),19269,82,99,1,0.4212984586641756,0.3451028261065327,1.0
mRNA export from nucleus (GO:0006406),19269,83,99,1,0.42643624474544606,0.3484819275927184,1.0
regulation of cellular macromolecule biosynthetic process (GO:2000112),19269,409,99,3,2.101354507239608,0.351075492792373,1.0
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",19269,84,99,1,0.43157403082671647,0.3518437689962589,1.0
innate immune response (GO:0045087),19269,241,99,2,1.2382064455861748,0.3518812101750585,1.0
regulation of protein phosphorylation (GO:0001932),19269,242,99,2,1.243344231667445,0.35374247275290527,1.0
visual perception (GO:0007601),19269,85,99,1,0.4367118169079869,0.35518843758470653,1.0
negative regulation of mitotic cell cycle phase transition (GO:1901991),19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
regulation of establishment of planar polarity (GO:0090175),19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
regulation of stem cell differentiation (GO:2000736),19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
sensory perception of light stimulus (GO:0050953),19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
mitochondrial translational elongation (GO:0070125),19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
mitochondrial translational termination (GO:0070126),19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
peptidyl-lysine modification (GO:0018205),19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
cellular response to organonitrogen compound (GO:0071417),19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
regulation of epithelial cell proliferation (GO:0050678),19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
regulation of kinase activity (GO:0043549),19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
cellular response to cytokine stimulus (GO:0071345),19269,423,99,3,2.1732835123773935,0.37072911892810756,1.0
negative regulation of neuron death (GO:1901215),19269,90,99,1,0.46240074731433906,0.37165721221663295,1.0
positive regulation of defense response (GO:0031349),19269,90,99,1,0.46240074731433906,0.37165721221663295,1.0
regulation of protein catabolic process (GO:0042176),19269,90,99,1,0.46240074731433906,0.37165721221663295,1.0
organic anion transport (GO:0015711),19269,91,99,1,0.4675385333956096,0.37490065222865404,1.0
protein processing (GO:0016485),19269,91,99,1,0.4675385333956096,0.37490065222865404,1.0
response to tumor necrosis factor (GO:0034612),19269,91,99,1,0.4675385333956096,0.37490065222865404,1.0
DNA replication (GO:0006260),19269,92,99,1,0.47267631947688,0.3781275181911824,1.0
negative regulation of apoptotic process (GO:0043066),19269,429,99,3,2.2041102288650163,0.3791238227779742,1.0
neutrophil degranulation (GO:0043312),19269,431,99,3,2.214385801027557,0.3819173527155464,1.0
cellular response to chemical stress (GO:0062197),19269,94,99,1,0.48295189163942087,0.3845318628836863,1.0
positive regulation of programmed cell death (GO:0043068),19269,259,99,2,1.3306865950490425,0.38508396136856765,1.0
neutrophil activation involved in immune response (GO:0002283),19269,435,99,3,2.2349369453526386,0.3874966199354199,1.0
cell junction assembly (GO:0034329),19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
intrinsic apoptotic signaling pathway (GO:0097193),19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
positive regulation of cold-induced thermogenesis (GO:0120162),19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
positive regulation of protein serine/threonine kinase activity (GO:0071902),19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
neutrophil mediated immunity (GO:0002446),19269,437,99,3,2.24521251751518,0.3902821171198595,1.0
nucleotide-excision repair (GO:0006289),19269,96,99,1,0.4932274638019617,0.39087091194152224,1.0
protein localization to nucleus (GO:0034504),19269,97,99,1,0.49836524988323216,0.3940161568024096,1.0
response to endoplasmic reticulum stress (GO:0034976),19269,97,99,1,0.49836524988323216,0.3940161568024096,1.0
small GTPase mediated signal transduction (GO:0007264),19269,97,99,1,0.49836524988323216,0.3940161568024096,1.0
translational elongation (GO:0006414),19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
cellular amide metabolic process (GO:0043603),19269,99,99,1,0.508640822045773,0.4002584959707912,1.0
cytosolic transport (GO:0016482),19269,99,99,1,0.508640822045773,0.4002584959707912,1.0
lipid transport (GO:0006869),19269,100,99,1,0.5137786081270435,0.40335575256436873,1.0
mitochondrial translation (GO:0032543),19269,100,99,1,0.5137786081270435,0.40335575256436873,1.0
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),19269,101,99,1,0.5189163942083138,0.40643717467799684,1.0
modulation of chemical synaptic transmission (GO:0050804),19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
regulation of protein serine/threonine kinase activity (GO:0071900),19269,102,99,1,0.5240541802895843,0.40950284244233665,1.0
phosphatidylinositol metabolic process (GO:0046488),19269,103,99,1,0.5291919663708547,0.41255283558671085,1.0
macroautophagy (GO:0016236),19269,104,99,1,0.5343297524521251,0.41558723344108356,1.0
extracellular matrix organization (GO:0030198),19269,277,99,2,1.4231667445119103,0.41755177233420154,1.0
cellular response to oxygen-containing compound (GO:1901701),19269,278,99,2,1.4283045305931807,0.4193312282935645,1.0
positive regulation of apoptotic process (GO:0043065),19269,280,99,2,1.4385801027557217,0.42288202782911827,1.0
protein phosphorylation (GO:0006468),19269,461,99,3,2.3685193834656704,0.42344842355139606,1.0
positive regulation of metabolic process (GO:0009893),19269,107,99,1,0.5497431106959365,0.42459764261506117,1.0
positive regulation of protein metabolic process (GO:0051247),19269,107,99,1,0.5497431106959365,0.42459764261506117,1.0
regulation of protein binding (GO:0043393),19269,108,99,1,0.554880896777207,0.427570444691103,1.0
regulation of anatomical structure morphogenesis (GO:0022603),19269,109,99,1,0.5600186828584773,0.4305280422056156,1.0
ion transport (GO:0006811),19269,110,99,1,0.5651564689397478,0.43347051213367616,1.0
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),19269,111,99,1,0.5702942550210183,0.43639793106466235,1.0
protein homooligomerization (GO:0051260),19269,112,99,1,0.5754320411022886,0.4393103752041654,1.0
negative regulation of cell growth (GO:0030308),19269,113,99,1,0.5805698271835591,0.44220792037589385,1.0
transcription by RNA polymerase II (GO:0006366),19269,293,99,2,1.5053713218122373,0.44568898638474186,1.0
negative regulation of growth (GO:0045926),19269,115,99,1,0.5908453993460999,0.4479586152127929,1.0
potassium ion transport (GO:0006813),19269,115,99,1,0.5908453993460999,0.4479586152127929,1.0
synapse organization (GO:0050808),19269,115,99,1,0.5908453993460999,0.4479586152127929,1.0
fatty acid metabolic process (GO:0006631),19269,116,99,1,0.5959831854273704,0.4508119146329628,1.0
cellular calcium ion homeostasis (GO:0006874),19269,117,99,1,0.6011209715086409,0.4536506145990946,1.0
positive regulation of canonical Wnt signaling pathway (GO:0090263),19269,117,99,1,0.6011209715086409,0.4536506145990946,1.0
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),19269,485,99,3,2.4918262494161607,0.45600969414676673,1.0
regulation of cell population proliferation (GO:0042127),19269,674,99,4,3.462867818776273,0.4573591746900431,1.0
cellular response to oxidative stress (GO:0034599),19269,119,99,1,0.6113965436711817,0.45928451156864813,1.0
non-canonical Wnt signaling pathway (GO:0035567),19269,119,99,1,0.6113965436711817,0.45928451156864813,1.0
regulation of mRNA catabolic process (GO:0061013),19269,120,99,1,0.6165343297524521,0.462079855346962,1.0
regulation of primary metabolic process (GO:0080090),19269,120,99,1,0.6165343297524521,0.462079855346962,1.0
"positive regulation of transcription, DNA-templated (GO:0045893)",19269,1065,99,6,5.471742176553013,0.4687144785909266,1.0
neuron development (GO:0048666),19269,123,99,1,0.6319476879962634,0.47038034079855284,1.0
regulation of cell adhesion (GO:0030155),19269,123,99,1,0.6319476879962634,0.47038034079855284,1.0
positive regulation of intracellular signal transduction (GO:1902533),19269,497,99,3,2.553479682391406,0.4720126456899132,1.0
regulation of cellular component organization (GO:0051128),19269,126,99,1,0.6473610462400747,0.47855401790558083,1.0
supramolecular fiber organization (GO:0097435),19269,313,99,2,1.6081270434376458,0.4797893627313827,1.0
brain development (GO:0007420),19269,127,99,1,0.6524988323213451,0.48125072961363846,1.0
organic substance transport (GO:0071702),19269,127,99,1,0.6524988323213451,0.48125072961363846,1.0
positive regulation of multicellular organismal process (GO:0051240),19269,315,99,2,1.618402615600187,0.48312996916049966,1.0
neuron projection morphogenesis (GO:0048812),19269,128,99,1,0.6576366184026157,0.483933635149541,1.0
nitrogen compound transport (GO:0071705),19269,128,99,1,0.6576366184026157,0.483933635149541,1.0
organonitrogen compound biosynthetic process (GO:1901566),19269,128,99,1,0.6576366184026157,0.483933635149541,1.0
protein transport (GO:0015031),19269,318,99,2,1.633815973843998,0.4881164571905405,1.0
potassium ion transmembrane transport (GO:0071805),19269,130,99,1,0.6679121905651564,0.4892583072136748,1.0
positive regulation of hydrolase activity (GO:0051345),19269,131,99,1,0.673049976646427,0.491900212620742,1.0
receptor-mediated endocytosis (GO:0006898),19269,133,99,1,0.6833255488089678,0.49714350677350794,1.0
regulation of mRNA stability (GO:0043488),19269,135,99,1,0.6936011209715086,0.5023332341372044,1.0
skeletal system development (GO:0001501),19269,142,99,1,0.7295656235404017,0.5200832137996526,1.0
positive regulation of macromolecule metabolic process (GO:0010604),19269,339,99,2,1.7417094815506773,0.5221799373060162,1.0
regulation of gene expression (GO:0010468),19269,936,99,5,4.808967772069127,0.5294043695441977,1.0
protein modification by small protein conjugation (GO:0032446),19269,345,99,2,1.7725361980382996,0.5316349677744133,1.0
neuron projection development (GO:0031175),19269,147,99,1,0.7552545539467539,0.532376655699243,1.0
positive regulation of developmental process (GO:0051094),19269,150,99,1,0.7706679121905652,0.5396025484091898,1.0
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),19269,152,99,1,0.780943484353106,0.5443582915432358,1.0
negative regulation of canonical Wnt signaling pathway (GO:0090090),19269,154,99,1,0.791219056515647,0.5490654006655329,1.0
rRNA processing (GO:0006364),19269,158,99,1,0.8117702008407286,0.5583356812460666,1.0
regulated exocytosis (GO:0045055),19269,160,99,1,0.8220457730032695,0.5628998226063334,1.0
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),19269,164,99,1,0.8425969173283512,0.5718884958815413,1.0
glycerophospholipid biosynthetic process (GO:0046474),19269,164,99,1,0.8425969173283512,0.5718884958815413,1.0
regulation of nucleic acid-templated transcription (GO:1903506),19269,379,99,2,1.9472209248014944,0.5828043352787846,1.0
regulation of macromolecule metabolic process (GO:0060255),19269,170,99,1,0.8734236338159738,0.5850295046450084,1.0
ribosome biogenesis (GO:0042254),19269,172,99,1,0.8836992059785148,0.5893204805272693,1.0
ncRNA processing (GO:0034470),19269,175,99,1,0.899112564222326,0.5956747205718594,1.0
negative regulation of macromolecule metabolic process (GO:0010605),19269,175,99,1,0.899112564222326,0.5956747205718594,1.0
negative regulation of Wnt signaling pathway (GO:0030178),19269,175,99,1,0.899112564222326,0.5956747205718594,1.0
cilium organization (GO:0044782),19269,177,99,1,0.9093881363848669,0.599856712282452,1.0
phosphate-containing compound metabolic process (GO:0006796),19269,181,99,1,0.9299392807099486,0.6080926623514857,1.0
translation (GO:0006412),19269,181,99,1,0.9299392807099486,0.6080926623514857,1.0
cellular response to lipid (GO:0071396),19269,187,99,1,0.9607659971975712,0.6201329499343312,1.0
positive regulation of transcription by RNA polymerase II (GO:0045944),19269,830,99,4,4.264362447454461,0.6220545026154003,1.0
negative regulation of nucleic acid-templated transcription (GO:1903507),19269,415,99,2,2.1321812237272306,0.6324368322850457,1.0
positive regulation of gene expression (GO:0010628),19269,422,99,2,2.1681457262961232,0.6415432083983423,1.0
inflammatory response (GO:0006954),19269,200,99,1,1.027557216254087,0.6449783869673678,1.0
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),19269,200,99,1,1.027557216254087,0.6449783869673678,1.0
protein deubiquitination (GO:0016579),19269,214,99,1,1.099486221391873,0.6699378367405979,1.0
membrane organization (GO:0061024),19269,219,99,1,1.1251751517982251,0.6784242539708465,1.0
axonogenesis (GO:0007409),19269,222,99,1,1.1405885100420365,0.6834120480709234,1.0
plasma membrane bounded cell projection assembly (GO:0120031),19269,222,99,1,1.1405885100420365,0.6834120480709234,1.0
protein modification by small protein removal (GO:0070646),19269,225,99,1,1.1560018682858477,0.6883232485228405,1.0
positive regulation of signal transduction (GO:0009967),19269,227,99,1,1.1662774404483887,0.6915554058518425,1.0
regulation of canonical Wnt signaling pathway (GO:0060828),19269,229,99,1,1.1765530126109296,0.6947543800788745,1.0
positive regulation of phosphorylation (GO:0042327),19269,233,99,1,1.1971041569360112,0.7010541247747879,1.0
protein-containing complex assembly (GO:0065003),19269,242,99,1,1.243344231667445,0.7147618454715821,1.0
cilium assembly (GO:0060271),19269,248,99,1,1.2741709481550676,0.7235527453082153,1.0
inorganic cation transmembrane transport (GO:0098662),19269,250,99,1,1.2844465203176088,0.7264230224843302,1.0
proteolysis (GO:0006508),19269,252,99,1,1.2947220924801495,0.7292637962749302,1.0
negative regulation of gene expression (GO:0010629),19269,282,99,1,1.4488556749182624,0.7685321202378771,1.0
intracellular protein transport (GO:0006886),19269,290,99,1,1.489957963568426,0.7780146238254254,1.0
positive regulation of cytokine production (GO:0001819),19269,307,99,1,1.5773003269500234,0.7969068255562592,1.0
positive regulation of protein phosphorylation (GO:0001934),19269,340,99,1,1.7468472676319475,0.8291518308420197,1.0
cellular protein metabolic process (GO:0044267),19269,371,99,1,1.9061186361513314,0.8548034524553788,1.0
positive regulation of cellular process (GO:0048522),19269,561,99,1,2.8822979915927136,0.9467450164967917,1.0
2-oxoglutarate metabolic process (GO:0006103),19269,14,99,0,0.07192900513778608,1.0,1.0
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process (GO:0050428),19269,6,99,0,0.030826716487622606,1.0,1.0
3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427),19269,19,99,0,0.09761793554413825,1.0,1.0
3'-UTR-mediated mRNA destabilization (GO:0061158),19269,16,99,0,0.08220457730032696,1.0,1.0
3'-UTR-mediated mRNA stabilization (GO:0070935),19269,13,99,0,0.06679121905651564,1.0,1.0
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015),19269,3,99,0,0.015413358243811303,1.0,1.0
5-phosphoribose 1-diphosphate metabolic process (GO:0046391),19269,3,99,0,0.015413358243811303,1.0,1.0
5S class rRNA transcription by RNA polymerase III (GO:0042791),19269,6,99,0,0.030826716487622606,1.0,1.0
7-methylguanosine mRNA capping (GO:0006370),19269,28,99,0,0.14385801027557216,1.0,1.0
7-methylguanosine RNA capping (GO:0009452),19269,28,99,0,0.14385801027557216,1.0,1.0
acetyl-CoA biosynthetic process (GO:0006085),19269,9,99,0,0.046240074731433906,1.0,1.0
acetyl-CoA biosynthetic process from pyruvate (GO:0006086),19269,5,99,0,0.025688930406352173,1.0,1.0
acetyl-CoA metabolic process (GO:0006084),19269,15,99,0,0.07706679121905652,1.0,1.0
acetylcholine receptor signaling pathway (GO:0095500),19269,19,99,0,0.09761793554413825,1.0,1.0
acid secretion (GO:0046717),19269,7,99,0,0.03596450256889304,1.0,1.0
acidic amino acid transport (GO:0015800),19269,17,99,0,0.08734236338159738,1.0,1.0
actin crosslink formation (GO:0051764),19269,11,99,0,0.05651564689397477,1.0,1.0
actin cytoskeleton reorganization (GO:0031532),19269,59,99,0,0.3031293787949556,1.0,1.0
actin filament bundle assembly (GO:0051017),19269,30,99,0,0.15413358243811304,1.0,1.0
actin filament bundle organization (GO:0061572),19269,28,99,0,0.14385801027557216,1.0,1.0
actin filament capping (GO:0051693),19269,19,99,0,0.09761793554413825,1.0,1.0
actin filament depolymerization (GO:0030042),19269,11,99,0,0.05651564689397477,1.0,1.0
actin filament reorganization (GO:0090527),19269,6,99,0,0.030826716487622606,1.0,1.0
actin filament-based transport (GO:0099515),19269,20,99,0,0.10275572162540869,1.0,1.0
actin-mediated cell contraction (GO:0070252),19269,9,99,0,0.046240074731433906,1.0,1.0
actin-myosin filament sliding (GO:0033275),19269,37,99,0,0.19009808500700606,1.0,1.0
action potential (GO:0001508),19269,41,99,0,0.2106492293320878,1.0,1.0
activation of adenylate cyclase activity (GO:0007190),19269,34,99,0,0.17468472676319477,1.0,1.0
activation of cysteine-type endopeptidase activity (GO:0097202),19269,14,99,0,0.07192900513778608,1.0,1.0
activation of GTPase activity (GO:0090630),19269,83,99,0,0.42643624474544606,1.0,1.0
activation of Janus kinase activity (GO:0042976),19269,6,99,0,0.030826716487622606,1.0,1.0
activation of NF-kappaB-inducing kinase activity (GO:0007250),19269,15,99,0,0.07706679121905652,1.0,1.0
activation of phospholipase C activity (GO:0007202),19269,31,99,0,0.15927136851938345,1.0,1.0
activation of protein kinase A activity (GO:0034199),19269,17,99,0,0.08734236338159738,1.0,1.0
activation of protein kinase activity (GO:0032147),19269,106,99,0,0.544605324614666,1.0,1.0
activation of protein kinase B activity (GO:0032148),19269,29,99,0,0.1489957963568426,1.0,1.0
activation of protein kinase C activity (GO:1990051),19269,5,99,0,0.025688930406352173,1.0,1.0
activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),19269,6,99,0,0.030826716487622606,1.0,1.0
activin receptor signaling pathway (GO:0032924),19269,16,99,0,0.08220457730032696,1.0,1.0
actomyosin structure organization (GO:0031032),19269,74,99,0,0.3801961700140121,1.0,1.0
acute inflammatory response (GO:0002526),19269,27,99,0,0.13872022419430174,1.0,1.0
acute-phase response (GO:0006953),19269,15,99,0,0.07706679121905652,1.0,1.0
acyl-CoA biosynthetic process (GO:0071616),19269,16,99,0,0.08220457730032696,1.0,1.0
acylglycerol acyl-chain remodeling (GO:0036155),19269,5,99,0,0.025688930406352173,1.0,1.0
acylglycerol biosynthetic process (GO:0046463),19269,17,99,0,0.08734236338159738,1.0,1.0
acylglycerol catabolic process (GO:0046464),19269,31,99,0,0.15927136851938345,1.0,1.0
acylglycerol homeostasis (GO:0055090),19269,22,99,0,0.11303129378794954,1.0,1.0
acylglycerol metabolic process (GO:0006639),19269,35,99,0,0.1798225128444652,1.0,1.0
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460),19269,20,99,0,0.10275572162540869,1.0,1.0
adenine nucleotide transport (GO:0051503),19269,17,99,0,0.08734236338159738,1.0,1.0
adenosine 5'-(hexahydrogen pentaphosphate) catabolic process (GO:1901911),19269,2,99,0,0.01027557216254087,1.0,1.0
adenosine 5'-(hexahydrogen pentaphosphate) metabolic process (GO:1901910),19269,2,99,0,0.01027557216254087,1.0,1.0
adenosine metabolic process (GO:0046085),19269,6,99,0,0.030826716487622606,1.0,1.0
adenosine to inosine editing (GO:0006382),19269,8,99,0,0.04110228865016348,1.0,1.0
adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880),19269,16,99,0,0.08220457730032696,1.0,1.0
