Term,M_univ,K_term,n_sel,x_overlap,expected,p,FDR
NS1 Mediated Effects On Host Pathways R-HSA-168276,19269,38,99,1,0.1952358710882765,0.17792840847619115,1.0
Signaling By Retinoic Acid R-HSA-5362517,19269,38,99,1,0.1952358710882765,0.17792840847619115,1.0
Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,19269,38,99,1,0.1952358710882765,0.17792840847619115,1.0
G Alpha (I) Signaling Events R-HSA-418594,19269,284,99,3,1.4591312470808033,0.17960677770437478,1.0
Diseases Of Programmed Cell Death R-HSA-9645723,19269,39,99,1,0.20037365716954694,0.18216038224567066,1.0
Dual Incision In GG-NER R-HSA-5696400,19269,39,99,1,0.20037365716954694,0.18216038224567066,1.0
Formation Of Incision Complex In GG-NER R-HSA-5696395,19269,39,99,1,0.20037365716954694,0.18216038224567066,1.0
NGF-stimulated Transcription R-HSA-9031628,19269,39,99,1,0.20037365716954694,0.18216038224567066,1.0
Regulation Of Beta-Cell Development R-HSA-186712,19269,39,99,1,0.20037365716954694,0.18216038224567066,1.0
Separation Of Sister Chromatids R-HSA-2467813,19269,152,99,2,0.780943484353106,0.18385056617085074,1.0
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,19269,153,99,2,0.7860812704343764,0.18569864678425752,1.0
Collagen Chain Trimerization R-HSA-8948216,19269,40,99,1,0.20551144325081738,0.1863707890141406,1.0
Retinoid Metabolism And Transport R-HSA-975634,19269,40,99,1,0.20551144325081738,0.1863707890141406,1.0
TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,19269,40,99,1,0.20551144325081738,0.1863707890141406,1.0
Vasopressin Regulates Renal Water Homeostasis Via Aquaporins R-HSA-432040,19269,40,99,1,0.20551144325081738,0.1863707890141406,1.0
Activation Of GABAB Receptors R-HSA-991365,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
Amino Acids Regulate mTORC1 R-HSA-9639288,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
GPER1 Signaling R-HSA-9634597,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
Voltage Gated Potassium Channels R-HSA-1296072,19269,42,99,1,0.21578701541335824,0.19472733618072366,1.0
SARS-CoV-2-host Interactions R-HSA-9705683,19269,159,99,2,0.816907986921999,0.19684160589945843,1.0
Transcriptional Regulation By RUNX1 R-HSA-8878171,19269,159,99,2,0.816907986921999,0.19684160589945843,1.0
Signaling By NOTCH R-HSA-157118,19269,160,99,2,0.8220457730032695,0.19870715468167555,1.0
Bile Acid And Bile Salt Metabolism R-HSA-194068,19269,43,99,1,0.2209248014946287,0.19887369253991175,1.0
Pre-NOTCH Expression And Processing R-HSA-1912422,19269,43,99,1,0.2209248014946287,0.19887369253991175,1.0
Apoptosis R-HSA-109581,19269,161,99,2,0.82718355908454,0.2005749071258965,1.0
TCF Dependent Signaling In Response To WNT R-HSA-201681,19269,161,99,2,0.82718355908454,0.2005749071258965,1.0
Base Excision Repair R-HSA-73884,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
DNA Damage Bypass R-HSA-73893,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
Diseases Of DNA Repair R-HSA-9675135,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201,19269,44,99,1,0.2260625875758991,0.202998913825595,1.0
M Phase R-HSA-68886,19269,303,99,3,1.5567491826249418,0.20431512618032108,1.0
PLC Beta Mediated Events R-HSA-112043,19269,45,99,1,0.23120037365716953,0.20710310667507578,1.0
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,19269,46,99,1,0.23633815973844,0.21118637719313485,1.0
Metabolism Of Vitamins And Cofactors R-HSA-196854,19269,167,99,2,0.8580102755721626,0.2118237716708207,1.0
Cellular Response To Chemical Stress R-HSA-9711123,19269,168,99,2,0.8631480616534329,0.21370499982918836,1.0
G Alpha (Z) Signaling Events R-HSA-418597,19269,47,99,1,0.24147594581971044,0.21524883095466393,1.0
Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733,19269,47,99,1,0.24147594581971044,0.21524883095466393,1.0
Signaling By EGFR R-HSA-177929,19269,47,99,1,0.24147594581971044,0.21524883095466393,1.0
Synthesis Of PIPs At Plasma Membrane R-HSA-1660499,19269,47,99,1,0.24147594581971044,0.21524883095466393,1.0
Aquaporin-mediated Transport R-HSA-445717,19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425,19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
Golgi Associated Vesicle Biogenesis R-HSA-432722,19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
"Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643",19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,19269,48,99,1,0.24661373190098085,0.21929057300728555,1.0
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,19269,171,99,2,0.8785614198972443,0.21935834715904068,1.0
GSK3B And BTRC:CUL1-mediated-degradation Of NFE2L2 R-HSA-9762114,19269,49,99,1,0.25175151798225126,0.22331170787395638,1.0
Regulation Of Apoptosis R-HSA-169911,19269,49,99,1,0.25175151798225126,0.22331170787395638,1.0
Ubiquitin Mediated Degradation Of Phosphorylated Cdc25A R-HSA-69601,19269,49,99,1,0.25175151798225126,0.22331170787395638,1.0
Vif-mediated Degradation Of APOBEC3G R-HSA-180585,19269,49,99,1,0.25175151798225126,0.22331170787395638,1.0
Vpu Mediated Degradation Of CD4 R-HSA-180534,19269,49,99,1,0.25175151798225126,0.22331170787395638,1.0
G-protein Mediated Events R-HSA-112040,19269,50,99,1,0.25688930406352173,0.22731233955556296,1.0
Ribosomal Scanning And Start Codon Recognition R-HSA-72702,19269,50,99,1,0.25688930406352173,0.22731233955556296,1.0
Translation Initiation Complex Formation R-HSA-72649,19269,50,99,1,0.25688930406352173,0.22731233955556296,1.0
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",19269,51,99,1,0.26202709014479214,0.23129257153350147,1.0
G2/M DNA Damage Checkpoint R-HSA-69473,19269,51,99,1,0.26202709014479214,0.23129257153350147,1.0
Negative Regulation Of NOTCH4 Signaling R-HSA-9604323,19269,51,99,1,0.26202709014479214,0.23129257153350147,1.0
Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,19269,51,99,1,0.26202709014479214,0.23129257153350147,1.0
AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
Degradation Of AXIN R-HSA-4641257,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
FBXL7 Down-Regulates AURKA During Mitotic Entry And In Early Mitosis R-HSA-8854050,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
Intrinsic Pathway For Apoptosis R-HSA-109606,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
Regulation Of RUNX3 Expression And Activity R-HSA-8941858,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,19269,52,99,1,0.26716487622606255,0.23525250677224552,1.0
Axon Guidance R-HSA-422475,19269,484,99,4,2.48668846333489,0.23786872442628063,1.0
Degradation Of DVL R-HSA-4641258,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
Hh Mutants Are Degraded By ERAD R-HSA-5362768,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
Neurexins And Neuroligins R-HSA-6794361,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
O-linked Glycosylation Of Mucins R-HSA-913709,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
Regulated Necrosis R-HSA-5218859,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
Stabilization Of P53 R-HSA-69541,19269,53,99,1,0.272302662307333,0.2391922477219018,1.0
Metabolism Of Polyamines R-HSA-351202,19269,54,99,1,0.2774404483886035,0.2431118963207533,1.0
Processing Of DNA Double-Strand Break Ends R-HSA-5693607,19269,54,99,1,0.2774404483886035,0.2431118963207533,1.0
Activation Of HOX Genes During Differentiation R-HSA-5619507,19269,55,99,1,0.2825782344698739,0.2470115539977892,1.0
GABA Receptor Activation R-HSA-977443,19269,56,99,1,0.2877160205511443,0.2508913216752235,1.0
HCMV Late Events R-HSA-9610379,19269,56,99,1,0.2877160205511443,0.2508913216752235,1.0
Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,19269,56,99,1,0.2877160205511443,0.2508913216752235,1.0
MAP Kinase Activation R-HSA-450294,19269,56,99,1,0.2877160205511443,0.2508913216752235,1.0
NIK To Noncanonical NF-kB Signaling R-HSA-5676590,19269,56,99,1,0.2877160205511443,0.2508913216752235,1.0
Programmed Cell Death R-HSA-5357801,19269,189,99,2,0.9710415693601121,0.2534959755877112,1.0
Ca2+ Pathway R-HSA-4086398,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
Degradation Of GLI1 By Proteasome R-HSA-5610780,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
Degradation Of GLI2 By Proteasome R-HSA-5610783,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
HDR Thru Homologous Recombination (HRR) R-HSA-5685942,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,19269,57,99,1,0.2928538066324148,0.2547512997709998,1.0
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
Defective CFTR Causes Cystic Fibrosis R-HSA-5678895,19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
Post NMDA Receptor Activation Events R-HSA-438064,19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
Protein Ubiquitination R-HSA-8852135,19269,58,99,1,0.2979915927136852,0.25859158820128664,1.0
Signaling By ROBO Receptors R-HSA-376176,19269,193,99,2,0.9915927136851937,0.2611111748538385,1.0
Nervous System Development R-HSA-9675108,19269,505,99,4,2.5945819710415696,0.26138222655301624,1.0
Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761,19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Synthesis Of Substrates In N-glycan Biosythesis R-HSA-446219,19269,59,99,1,0.3031293787949556,0.2624122863829572,1.0
Asymmetric Localization Of PCP Proteins R-HSA-4608870,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
COPII-mediated Vesicle Transport R-HSA-204005,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
Interferon Alpha/Beta Signaling R-HSA-909733,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,19269,60,99,1,0.3082671648762261,0.26621349323605903,1.0
Infectious Disease R-HSA-5663205,19269,844,99,6,4.3362914525922465,0.26653331524914925,1.0
Dual Incision In TC-NER R-HSA-6782135,19269,61,99,1,0.31340495095749654,0.2699953071862715,1.0
Semaphorin Interactions R-HSA-373755,19269,61,99,1,0.31340495095749654,0.2699953071862715,1.0
Transport Of Mature Transcript To Cytoplasm R-HSA-72202,19269,61,99,1,0.31340495095749654,0.2699953071862715,1.0
FOXO-mediated Transcription R-HSA-9614085,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
Hedgehog Ligand Biogenesis R-HSA-5358346,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
Mitochondrial Biogenesis R-HSA-1592230,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
Regulation Of RAS By GAPs R-HSA-5658442,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
Signaling By MET R-HSA-6806834,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
p53-Dependent G1 DNA Damage Response R-HSA-69563,19269,62,99,1,0.3185427370387669,0.2737578261673503,1.0
Interleukin-17 Signaling R-HSA-448424,19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
Orc1 Removal From Chromatin R-HSA-68949,19269,63,99,1,0.32368052312003737,0.2775011476235606,1.0
Mitotic Anaphase R-HSA-68882,19269,203,99,2,1.042970574497898,0.2801550531171004,1.0
DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928,19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
G Alpha (12/13) Signaling Events R-HSA-416482,19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
G1/S DNA Damage Checkpoints R-HSA-69615,19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
Regulation Of PTEN Stability And Activity R-HSA-8948751,19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
trans-Golgi Network Vesicle Budding R-HSA-199992,19269,64,99,1,0.32881830920130783,0.28122536851209895,1.0
HIV Infection R-HSA-162906,19269,204,99,2,1.0481083605791686,0.2820585354542052,1.0
Mitotic Metaphase And Anaphase R-HSA-2555396,19269,204,99,2,1.0481083605791686,0.2820585354542052,1.0
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,19269,65,99,1,0.3339560952825782,0.28493058530550186,1.0
TP53 Regulates Metabolic Genes R-HSA-5628897,19269,66,99,1,0.33909388136384866,0.28861689399404367,1.0
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,19269,67,99,1,0.3442316674451191,0.29228439008812235,1.0
SUMOylation Of DNA Damage Response And Repair Proteins R-HSA-3108214,19269,67,99,1,0.3442316674451191,0.29228439008812235,1.0
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,19269,69,99,1,0.35450723960765995,0.2995633241493327,1.0
Regulation Of RUNX2 Expression And Activity R-HSA-8939902,19269,70,99,1,0.3596450256889304,0.3031749507591875,1.0
Sphingolipid Metabolism R-HSA-428157,19269,70,99,1,0.3596450256889304,0.3031749507591875,1.0
Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193,19269,72,99,1,0.36992059785147124,0.3103429912123143,1.0
Mitotic Prophase R-HSA-68875,19269,73,99,1,0.3750583839327417,0.3138995908825742,1.0
ABC Transporter Disorders R-HSA-5619084,19269,74,99,1,0.3801961700140121,0.3174380332925882,1.0
Nuclear Events Mediated By NFE2L2 R-HSA-9759194,19269,74,99,1,0.3801961700140121,0.3174380332925882,1.0
Regulation Of Insulin Secretion R-HSA-422356,19269,76,99,1,0.390471742176553,0.32446081289650053,1.0
PI Metabolism R-HSA-1483255,19269,77,99,1,0.3956095282578235,0.3279453322276762,1.0
Signaling By NOTCH4 R-HSA-9013694,19269,77,99,1,0.3956095282578235,0.3279453322276762,1.0
COPI-mediated Anterograde Transport R-HSA-6807878,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
Peptide Hormone Metabolism R-HSA-2980736,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
Platelet Homeostasis R-HSA-418346,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
Protein-protein Interactions At Synapses R-HSA-6794362,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
P75 NTR Receptor-Mediated Signaling R-HSA-193704,19269,79,99,1,0.4058851004203643,0.33486108188032165,1.0
Transmission Across Chemical Synapses R-HSA-112315,19269,232,99,2,1.1919663708547408,0.33505382640776643,1.0
Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
Metabolism Of Nucleotides R-HSA-15869,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
Mitochondrial Translation Elongation R-HSA-5389840,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
Mitochondrial Translation Initiation R-HSA-5368286,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
Mitochondrial Translation Termination R-HSA-5419276,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
UCH Proteinases R-HSA-5689603,19269,80,99,1,0.41102288650163477,0.3382924916194488,1.0
HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,19269,82,99,1,0.4212984586641756,0.3451028261065327,1.0
Hedgehog On State R-HSA-5632684,19269,82,99,1,0.4212984586641756,0.3451028261065327,1.0
SARS-CoV-2 Infection R-HSA-9694516,19269,239,99,2,1.2279308734236338,0.34815339355791264,1.0
Chaperonin-mediated Protein Folding R-HSA-390466,19269,83,99,1,0.42643624474544606,0.3484819275927184,1.0
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,19269,83,99,1,0.42643624474544606,0.3484819275927184,1.0
HCMV Infection R-HSA-9609646,19269,84,99,1,0.43157403082671647,0.3518437689962589,1.0
Signaling By Interleukins R-HSA-449147,19269,412,99,3,2.116767865483419,0.35529323089478554,1.0
Neutrophil Degranulation R-HSA-6798695,19269,414,99,3,2.12704343764596,0.3581034139786616,1.0
Mitochondrial Translation R-HSA-5368287,19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
PCP/CE Pathway R-HSA-4086400,19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,19269,86,99,1,0.4418496029892574,0.3585160201889137,1.0
PIP3 Activates AKT Signaling R-HSA-1257604,19269,246,99,2,1.2638953759925269,0.36116916970843044,1.0
Homology Directed Repair R-HSA-5693538,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
Visual Phototransduction R-HSA-2187338,19269,87,99,1,0.44698738907052776,0.3618266032051939,1.0
Class B/2 (Secretin Family Receptors) R-HSA-373080,19269,88,99,1,0.4521251751517982,0.3651202725974721,1.0
RAF/MAP Kinase Cascade R-HSA-5673001,19269,249,99,2,1.279308734236338,0.3667190879193977,1.0
Protein Folding R-HSA-391251,19269,89,99,1,0.4572629612330687,0.36839711389943014,1.0
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,19269,90,99,1,0.46240074731433906,0.37165721221663295,1.0
Phase I - Functionalization Of Compounds R-HSA-211945,19269,90,99,1,0.46240074731433906,0.37165721221663295,1.0
L1CAM Interactions R-HSA-373760,19269,91,99,1,0.4675385333956096,0.37490065222865404,1.0
MAPK1/MAPK3 Signaling R-HSA-5684996,19269,255,99,2,1.3101354507239609,0.37776388518544973,1.0
O-linked Glycosylation R-HSA-5173105,19269,93,99,1,0.4778141055581504,0.38133789393812195,1.0
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541,19269,94,99,1,0.48295189163942087,0.3845318628836863,1.0
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,19269,94,99,1,0.48295189163942087,0.3845318628836863,1.0
Hedgehog Off State R-HSA-5610787,19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,19269,95,99,1,0.4880896777206913,0.3877095080244692,1.0
Cellular Responses To Stress R-HSA-2262752,19269,619,99,4,3.1802895843063985,0.39381855562824597,1.0
ABC-family Proteins Mediated Transport R-HSA-382556,19269,97,99,1,0.49836524988323216,0.3940161568024096,1.0
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,19269,97,99,1,0.49836524988323216,0.3940161568024096,1.0
Degradation Of Extracellular Matrix R-HSA-1474228,19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
Mitotic Spindle Checkpoint R-HSA-69618,19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,19269,98,99,1,0.5035030359645025,0.3971453243632567,1.0
Extracellular Matrix Organization R-HSA-1474244,19269,266,99,2,1.3666510976179356,0.39780551477028564,1.0
Asparagine N-linked Glycosylation R-HSA-446203,19269,267,99,2,1.371788883699206,0.39961329035327353,1.0
L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,19269,99,99,1,0.508640822045773,0.4002584959707912,1.0
Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,19269,99,99,1,0.508640822045773,0.4002584959707912,1.0
GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,19269,100,99,1,0.5137786081270435,0.40335575256436873,1.0
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807,19269,100,99,1,0.5137786081270435,0.40335575256436873,1.0
MyD88-independent TLR4 Cascade R-HSA-166166,19269,101,99,1,0.5189163942083138,0.40643717467799684,1.0
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",19269,101,99,1,0.5189163942083138,0.40643717467799684,1.0
Cellular Responses To Stimuli R-HSA-8953897,19269,633,99,4,3.252218589444185,0.4101345629014112,1.0
Integration Of Energy Metabolism R-HSA-163685,19269,103,99,1,0.5291919663708547,0.41255283558671085,1.0
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,19269,105,99,1,0.5394675385333957,0.4186061149380489,1.0
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,19269,106,99,1,0.544605324614666,0.4216095586147936,1.0
Negative Regulation Of PI3K/AKT Network R-HSA-199418,19269,108,99,1,0.554880896777207,0.427570444691103,1.0
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,19269,474,99,3,2.435310602522186,0.44117167906773136,1.0
Signaling By NTRK1 (TRKA) R-HSA-187037,19269,113,99,1,0.5805698271835591,0.44220792037589385,1.0
Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,19269,115,99,1,0.5908453993460999,0.4479586152127929,1.0
Death Receptor Signaling R-HSA-73887,19269,116,99,1,0.5959831854273704,0.4508119146329628,1.0
Cellular Senescence R-HSA-2559583,19269,118,99,1,0.6062587575899112,0.45647478905370503,1.0
Host Interactions Of HIV Factors R-HSA-162909,19269,119,99,1,0.6113965436711817,0.45928451156864813,1.0
PTEN Regulation R-HSA-6807070,19269,124,99,1,0.6370854740775338,0.4731188943481682,1.0
ER To Golgi Anterograde Transport R-HSA-199977,19269,125,99,1,0.6422232601588044,0.4758434297077675,1.0
ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,19269,127,99,1,0.6524988323213451,0.48125072961363846,1.0
HIV Life Cycle R-HSA-162587,19269,129,99,1,0.662774404483886,0.48660280447821774,1.0
SARS-CoV Infections R-HSA-9679506,19269,318,99,2,1.633815973843998,0.4881164571905405,1.0
Clathrin-mediated Endocytosis R-HSA-8856828,19269,130,99,1,0.6679121905651564,0.4892583072136748,1.0
Signaling By Hedgehog R-HSA-5358351,19269,131,99,1,0.673049976646427,0.491900212620742,1.0
Cellular Response To Starvation R-HSA-9711097,19269,132,99,1,0.6781877627276973,0.4945285896167986,1.0
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,19269,133,99,1,0.6833255488089678,0.49714350677350794,1.0
Metabolism Of Steroids R-HSA-8957322,19269,139,99,1,0.7141522652965904,0.5125541499702944,1.0
Ub-specific Processing Proteases R-HSA-5689880,19269,142,99,1,0.7295656235404017,0.5200832137996526,1.0
Influenza Infection R-HSA-168255,19269,144,99,1,0.7398411957029425,0.5250385166403625,1.0
G Alpha (S) Signaling Events R-HSA-418555,19269,147,99,1,0.7552545539467539,0.532376655699243,1.0
Developmental Biology R-HSA-1266738,19269,943,99,5,4.84493227463802,0.5361056425410379,1.0
Membrane Trafficking R-HSA-199991,19269,547,99,3,2.8103689864549275,0.5362754038673594,1.0
Toll-like Receptor Cascades R-HSA-168898,19269,149,99,1,0.7655301261092947,0.5372062838748597,1.0
Fatty Acid Metabolism R-HSA-8978868,19269,154,99,1,0.791219056515647,0.5490654006655329,1.0
SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,19269,154,99,1,0.791219056515647,0.5490654006655329,1.0
GPCR Downstream Signaling R-HSA-388396,19269,558,99,3,2.8668846333489024,0.5498272306116831,1.0
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,19269,156,99,1,0.8014946286781878,0.5537243681021264,1.0
Transport To Golgi And Subsequent Modification R-HSA-948021,19269,156,99,1,0.8014946286781878,0.5537243681021264,1.0
SUMOylation R-HSA-2990846,19269,160,99,1,0.8220457730032695,0.5628998226063334,1.0
Metabolism Of RNA R-HSA-8953854,19269,572,99,3,2.9388136384866885,0.566742173540195,1.0
Chromatin Modifying Enzymes R-HSA-3247509,19269,163,99,1,0.8374591312470808,0.5696586311523505,1.0
Disorders Of Transmembrane Transporters R-HSA-5619115,19269,164,99,1,0.8425969173283512,0.5718884958815413,1.0
G2/M Transition R-HSA-69275,19269,164,99,1,0.8425969173283512,0.5718884958815413,1.0
Mitotic G2-G2/M Phases R-HSA-453274,19269,166,99,1,0.8528724894908921,0.5763139688276355,1.0
Vesicle-mediated Transport R-HSA-5653656,19269,583,99,3,2.9953292853806635,0.5797629802133994,1.0
RHO GTPase Cycle R-HSA-9012999,19269,384,99,2,1.9729098552078468,0.5899786929961858,1.0
Signaling By GPCR R-HSA-372790,19269,611,99,3,3.139187295656235,0.6117988296887134,1.0
Biological Oxidations R-HSA-211859,19269,186,99,1,0.9556282111163008,0.6181519744836095,1.0
Phospholipid Metabolism R-HSA-1483257,19269,186,99,1,0.9556282111163008,0.6181519744836095,1.0
G Alpha (Q) Signaling Events R-HSA-416476,19269,194,99,1,0.9967304997664643,0.6337177910800915,1.0
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,19269,203,99,1,1.042970574497898,0.6504794841296602,1.0
Metabolism Of Lipids R-HSA-556833,19269,647,99,3,3.324147594581971,0.6505704311065663,1.0
Transport Of Small Molecules R-HSA-382551,19269,649,99,3,3.3344231667445117,0.6526431245530269,1.0
Deubiquitination R-HSA-5688426,19269,210,99,1,1.0789350770667914,0.6629893976844659,1.0
Sensory Perception R-HSA-9709957,19269,443,99,2,2.2760392340028024,0.6678103798694925,1.0
Organelle Biogenesis And Maintenance R-HSA-1852241,19269,221,99,1,1.1354507239607659,0.6817580184524221,1.0
Innate Immune System R-HSA-168249,19269,897,99,4,4.60859411489958,0.6825965633817164,1.0
Leishmania Infection R-HSA-9658195,19269,233,99,1,1.1971041569360112,0.7010541247747879,1.0
SLC-mediated Transmembrane Transport R-HSA-425407,19269,233,99,1,1.1971041569360112,0.7010541247747879,1.0
